"No.","OCUPACION","OCUPACION.NOMBRE","SALARIO"
"8481",2227,"Médico Especialista","2993492.80"
"8482",2226,"Enfermeros profesionales","1719418.15"
"8483",5132,"Ayudantes de enfermería","544568.81"
"8484",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2566553.00"
"8485",2227,"Médico Especialista","5015381.05"
"8486",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","372000.00"
"8487",2226,"Enfermeros profesionales","2748852.35"
"8488",2227,"Médico Especialista","3287703.95"
"8489",5132,"Ayudantes de enfermería","756078.11"
"8490",2449,"Otros profesionales en ciencias sociales","1609332.60"
"8491",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","549964.38"
"8492",7125,"Encargado de Mantenimiento de Edificios","589157.60"
"8493",3226,"Auxiliares de enfermería","775425.00"
"8494",2449,"Otros profesionales en ciencias sociales","1256972.00"
"8495",5132,"Ayudantes de enfermería","654881.40"
"8496",2227,"Médico Especialista","2138584.20"
"8497",5132,"Ayudantes de enfermería","902388.80"
"8498",2226,"Enfermeros profesionales","837762.75"
"8499",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","465975.00"
"8500",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2688912.56"
"8501",2449,"Otros profesionales en ciencias sociales","1424688.00"
"8502",9152,"Guardianes y porteros ","479374.44"
"8503",3229,"Otros técnicos de las ciencias de la salud","631898.21"
"8504",2449,"Otros profesionales en ciencias sociales","1243292.29"
"8505",2227,"Médico Especialista","4881633.70"
"8506",2449,"Otros profesionales en ciencias sociales","1626691.40"
"8507",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2586656.20"
"8508",3224,"Técnicos y asistentes en farmacia","831250.00"
"8509",3224,"Técnicos y asistentes en farmacia","929211.03"
"8510",3226,"Auxiliares de enfermería","751700.13"
"8511",2226,"Enfermeros profesionales","1681646.10"
"8512",2229,"Otros profesionales en ciencias de la salud","1417711.50"
"8513",2221,"Médicos generales y especialistas","3738144.77"
"8514",7125,"Encargado de Mantenimiento de Edificios","504375.05"
"8515",2445,"Psicólogos","2371925.70"
"8516",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1784849.00"
"8517",2226,"Enfermeros profesionales","1695573.60"
"8518",2226,"Enfermeros profesionales","3023457.11"
"8519",7125,"Encargado de Mantenimiento de Edificios","766601.64"
"8520",2221,"Médicos generales y especialistas","1920884.55"
"8521",2227,"Médico Especialista","1984178.01"
"8522",2227,"Médico Especialista","5239449.11"
"8523",3122,"Técnicos y asistentes en estadística y demografía","497525.70"
"8524",2221,"Médicos generales y especialistas","2463205.39"
"8525",2227,"Médico Especialista","5624234.70"
"8526",7125,"Encargado de Mantenimiento de Edificios","641055.27"
"8527",3226,"Auxiliares de enfermería","429490.50"
"8528",2222,"Odontólogos","1650428.40"
"8529",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","849920.00"
"8530",2131,"Diseñadores y analistas de sistemas informáticos","1998262.20"
"8531",1124,"Jefes de sección de instituciones públicas y empresas privadas","1835783.50"
"8532",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","755300.00"
"8533",2226,"Enfermeros profesionales","2137231.69"
"8534",3224,"Técnicos y asistentes en farmacia","844345.00"
"8535",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2093881.00"
"8536",7125,"Encargado de Mantenimiento de Edificios","661150.00"
"8537",2221,"Médicos generales y especialistas","3746151.30"
"8538",2227,"Médico Especialista","3212965.40"
"8539",2226,"Enfermeros profesionales","1792959.55"
"8540",3122,"Técnicos y asistentes en estadística y demografía","712780.00"
"8541",4112,"Secretarios","472307.15"
"8542",2449,"Otros profesionales en ciencias sociales","1464369.45"
"8543",7125,"Encargado de Mantenimiento de Edificios","489757.38"
"8544",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","710621.80"
"8545",3229,"Otros técnicos de las ciencias de la salud","756573.45"
"8546",7125,"Encargado de Mantenimiento de Edificios","279408.50"
"8547",2449,"Otros profesionales en ciencias sociales","1078139.50"
"8548",3226,"Auxiliares de enfermería","642495.00"
"8549",2226,"Enfermeros profesionales","2925380.36"
"8550",2449,"Otros profesionales en ciencias sociales","1772127.78"
"8551",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","3539834.48"
"8552",5132,"Ayudantes de enfermería","85021.91"
"8553",3122,"Técnicos y asistentes en estadística y demografía","716790.52"
"8554",4112,"Secretarios","527050.00"
"8555",2449,"Otros profesionales en ciencias sociales","1190118.00"
"8556",2449,"Otros profesionales en ciencias sociales","1712566.45"
"8557",2226,"Enfermeros profesionales","1597368.95"
"8558",9152,"Guardianes y porteros ","538991.75"
"8559",2221,"Médicos generales y especialistas","2607503.70"
"8560",2226,"Enfermeros profesionales","2117977.85"
"8561",5132,"Ayudantes de enfermería","512429.80"
"8562",9155,"Ayudante de cocina","324860.20"
"8563",2227,"Médico Especialista","2656339.90"
"8564",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","610350.00"
"8565",3226,"Auxiliares de enfermería","180350.95"
"8566",3122,"Técnicos y asistentes en estadística y demografía","848225.73"
"8567",5132,"Ayudantes de enfermería","480175.70"
"8568",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2424439.50"
"8569",5132,"Ayudantes de enfermería","465794.63"
"8570",2226,"Enfermeros profesionales","1677204.05"
"8571",2222,"Odontólogos","2098840.90"
"8572",2226,"Enfermeros profesionales","1820777.30"
"8573",2227,"Médico Especialista","2865134.00"
"8574",2227,"Médico Especialista","2595935.53"
"8575",2221,"Médicos generales y especialistas","1661237.95"
"8576",3229,"Otros técnicos de las ciencias de la salud","1544133.12"
"8577",5132,"Ayudantes de enfermería","467967.85"
"8578",2224,"Farmacéuticos","2726518.81"
"8579",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","542640.00"
"8580",3226,"Auxiliares de enfermería","1573121.60"
"8581",2221,"Médicos generales y especialistas","1914413.85"
"8582",1124,"Jefes de sección de instituciones públicas y empresas privadas","2077667.50"
"8583",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","102893.98"
"8584",2222,"Odontólogos","1829550.52"
"8585",2222,"Odontólogos","1375740.15"
"8586",2221,"Médicos generales y especialistas","1941195.50"
"8587",2226,"Enfermeros profesionales","1483850.63"
"8588",2449,"Otros profesionales en ciencias sociales","1310544.00"
"8589",7125,"Encargado de Mantenimiento de Edificios","689847.56"
"8590",4223,"Telefonistas","737213.49"
"8591",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","491625.00"
"8592",5132,"Ayudantes de enfermería","797776.96"
"8593",2131,"Diseñadores y analistas de sistemas informáticos","1120798.50"
"8594",3419,"Otros técnicos en administración y en economía","724715.81"
"8595",3229,"Otros técnicos de las ciencias de la salud","1171945.10"
"8596",3226,"Auxiliares de enfermería","1000733.80"
"8597",2449,"Otros profesionales en ciencias sociales","1350541.50"
"8598",2226,"Enfermeros profesionales","3368356.54"
"8599",2221,"Médicos generales y especialistas","1820734.06"
"8600",4149,"Oficinista","529103.55"
"8601",5132,"Ayudantes de enfermería","1020077.29"
"8602",3141,"Delineantes  y  dibujantes técnicos","736760.00"
"8603",3122,"Técnicos y asistentes en estadística y demografía","816697.12"
"8604",2227,"Médico Especialista","2337529.70"
"8605",2224,"Farmacéuticos","2336628.00"
"8606",1124,"Jefes de sección de instituciones públicas y empresas privadas","4495917.62"
"8607",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4971060.30"
"8608",3229,"Otros técnicos de las ciencias de la salud","1341510.11"
"8609",3419,"Otros técnicos en administración y en economía","1715809.50"
"8610",2449,"Otros profesionales en ciencias sociales","2213927.00"
"8611",5132,"Ayudantes de enfermería","602254.25"
"8612",3229,"Otros técnicos de las ciencias de la salud","633080.00"
"8613",2226,"Enfermeros profesionales","1543635.60"
"8614",2446,"Trabajadores sociales y orientadores sociales","1504132.66"
"8615",2445,"Psicólogos","1534319.00"
"8616",2227,"Médico Especialista","2711547.30"
"8617",2226,"Enfermeros profesionales","1725909.55"
"8618",2449,"Otros profesionales en ciencias sociales","1587595.00"
"8619",2222,"Odontólogos","2212816.72"
"8620",2221,"Médicos generales y especialistas","2589067.51"
"8621",2449,"Otros profesionales en ciencias sociales","1440919.00"
"8622",5132,"Ayudantes de enfermería","641440.00"
"8623",3226,"Auxiliares de enfermería","1229517.34"
"8624",2221,"Médicos generales y especialistas","2196152.40"
"8625",2227,"Médico Especialista","5412992.05"
"8626",2221,"Médicos generales y especialistas","2074497.55"
"8627",3229,"Otros técnicos de las ciencias de la salud","1561970.89"
"8628",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2477438.85"
"8629",2449,"Otros profesionales en ciencias sociales","1734373.50"
"8630",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","3826997.90"
"8631",3226,"Auxiliares de enfermería","1272858.65"
"8632",2449,"Otros profesionales en ciencias sociales","1397544.00"
"8633",2449,"Otros profesionales en ciencias sociales","1461343.00"
"8634",7125,"Encargado de Mantenimiento de Edificios","504362.85"
"8635",4112,"Secretarios","489800.00"
"8636",5132,"Ayudantes de enfermería","270492.94"
"8637",2227,"Médico Especialista","7444413.52"
"8638",3224,"Técnicos y asistentes en farmacia","1172460.90"
"8639",4112,"Secretarios","423892.90"
"8640",3229,"Otros técnicos de las ciencias de la salud","999195.85"
"8641",2227,"Médico Especialista","7384187.10"
"8642",4149,"Oficinista","339314.30"
"8643",2227,"Médico Especialista","2406996.04"
"8644",2227,"Médico Especialista","3959382.80"
"8645",2411,"Contadores públicos y auditores","1620186.00"
"8646",4149,"Oficinista","487320.00"
"8647",2227,"Médico Especialista","5485708.44"
"8648",7125,"Encargado de Mantenimiento de Edificios","956234.20"
"8649",3122,"Técnicos y asistentes en estadística y demografía","651089.89"
"8650",7125,"Encargado de Mantenimiento de Edificios","448526.25"
"8651",2132,"Programadores informáticos ","937180.00"
"8652",2224,"Farmacéuticos","2759154.73"
"8653",3226,"Auxiliares de enfermería","761815.25"
"8654",5132,"Ayudantes de enfermería","675200.00"
"8655",3122,"Técnicos y asistentes en estadística y demografía","997431.47"
"8656",2227,"Médico Especialista","5908254.55"
"8657",2226,"Enfermeros profesionales","1605336.56"
"8658",2221,"Médicos generales y especialistas","2331587.60"
"8659",3122,"Técnicos y asistentes en estadística y demografía","709616.75"
"8660",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","632170.00"
"8661",2227,"Médico Especialista","5794810.70"
"8662",2449,"Otros profesionales en ciencias sociales","1075354.00"
"8663",2226,"Enfermeros profesionales","1615661.80"
"8664",2226,"Enfermeros profesionales","1653292.30"
"8665",2226,"Enfermeros profesionales","1909972.65"
"8666",2227,"Médico Especialista","2557204.80"
"8667",3189,"Otros supervisores de personal","921100.00"
"8668",2226,"Enfermeros profesionales","1601863.55"
"8669",2226,"Enfermeros profesionales","3296675.80"
"8670",3122,"Técnicos y asistentes en estadística y demografía","841035.00"
"8671",8229,"Otros operadores de máquinas para fabricar productos químicos","875846.30"
"8672",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4639466.30"
"8673",8229,"Otros operadores de máquinas para fabricar productos químicos","1081262.60"
"8674",3226,"Auxiliares de enfermería","1149441.10"
"8675",7125,"Encargado de Mantenimiento de Edificios","650055.00"
"8676",3226,"Auxiliares de enfermería","735546.00"
"8677",3122,"Técnicos y asistentes en estadística y demografía","527947.03"
"8678",3226,"Auxiliares de enfermería","629202.00"
"8679",7125,"Encargado de Mantenimiento de Edificios","433060.00"
"8680",3226,"Auxiliares de enfermería","748047.50"
"8681",2227,"Médico Especialista","3797599.35"
"8682",2221,"Médicos generales y especialistas","1364195.25"
"8683",7125,"Encargado de Mantenimiento de Edificios","413137.08"
"8684",5132,"Ayudantes de enfermería","650370.00"
"8685",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","834560.00"
"8686",3226,"Auxiliares de enfermería","682374.00"
"8687",5132,"Ayudantes de enfermería","1027871.40"
"8688",3419,"Otros técnicos en administración y en economía","1582123.50"
"8689",5132,"Ayudantes de enfermería","685521.60"
"8690",5132,"Ayudantes de enfermería","537382.72"
